object_id,right_ascension,declination,corner_1_ra,corner_1_dec,corner_3_ra,corner_3_dec,semimajor_axis,semiminor_axis,position_angle
-861360673086601947,86.13606738480442,-8.66019470782552,86.13559261433275,-8.660667905721237,86.13657551474077,-8.659695175612201,3.411503314971924,2.3281204063187793,47.70751720591272
-861360595085717013,86.13605954044763,-8.571701338727632,86.135639853641,-8.572113219050472,86.13648211550648,-8.571223894545893,4.092831611633301,2.5981122407304897,-31.185030048039135
-861360536087093038,86.13605368306462,-8.70930382439229,86.13514510172051,-8.710528444276074,86.13705483440043,-8.70836080116997,14.088855743408203,9.760634072768172,-33.72660684729135
-861360524086008226,86.13605247940671,-8.600822671826277,86.13576466014842,-8.60111289483131,86.13632623049718,-8.60055704840521,1.7925430536270142,1.5692849606235526,-42.97209455362722
-861360397086546072,86.13603971403636,-8.654607295149184,86.13559556650137,-8.6550568429405,86.1365223024415,-8.654167474573349,3.0025501251220703,2.485583755960626,-80.98616692049842
-861360163084553143,86.13601636316059,-8.455314366113681,86.13550535771526,-8.45572506935663,86.13645972399503,-8.454891246724884,3.158360481262207,2.5590520505925554,83.1062870392467
-861359885085424764,86.13598857504012,-8.542476449356137,86.13551500689115,-8.542918959930672,86.13644145669409,-8.542001814126879,2.9231772422790527,2.5636016778100896,-40.53406217319081
-861359746084443919,86.13597461579782,-8.444391979633458,86.13567960400097,-8.44466949050911,86.13626902696889,-8.444113633589572,1.987952709197998,1.5765380848659032,-57.358639004936215
-861359628084861059,86.1359628683381,-8.486105904135126,86.13557314570535,-8.48653039229031,86.13638717893897,-8.485724418076154,3.447965383529663,2.086810086401709,37.922759180539124
-861359273085618716,86.13592738455617,-8.561871640983531,86.13564499896106,-8.562168703996898,86.13620649724501,-8.561585080091666,2.215085506439209,1.3701346245764767,31.84606043157686
-861359265085724580,86.1359265048646,-8.572458072569159,86.13527425281627,-8.57297430860713,86.13645356643957,-8.572001473758199,7.055129051208496,4.431603428253082,-87.19546226362058
-861359160087459729,86.1359160932006,-8.745972984912,86.13549052565288,-8.74641616041807,86.13633320003798,-8.745582395835457,3.1182432174682617,2.4632343761782427,30.093078252005952
-861359036087049693,86.13590366787749,-8.70496934001081,86.13554050718513,-8.705305890407226,86.13624267542531,-8.70463886163566,1.9694315195083618,1.912796530064713,83.61815659820846
-861358826086794697,86.13588268319778,-8.679469753683868,86.13546995167603,-8.6799452868062,86.13636857415952,-8.678917047262013,5.546960353851318,2.987538262430845,-25.453926956325315
-861358732085360179,86.13587326700049,-8.536017947770848,86.13557453692846,-8.536335524634353,86.1361640710199,-8.535724108785976,2.168731212615967,1.6557185082766703,-26.247769613522998
-861358249087011025,86.1358249090443,-8.70110253767417,86.13531786888105,-8.701639338108976,86.13632892979759,-8.700583262510948,3.9868698120117188,3.3436744688405153,-19.556619567225884
-861357773085233798,86.13577732432343,-8.52337988581544,86.13535662874854,-8.523752303967596,86.13622694557785,-8.523001853419364,4.707815647125244,1.5944949794554253,-52.61220219196263
-861357388086994495,86.13573881239131,-8.699449588477446,86.1353187602811,-8.700000419899748,86.13621739966314,-8.698916626762877,4.884602069854736,2.8837683426933807,-9.687892566557533
-861357190085901511,86.13571908096235,-8.590151170847582,86.13526476008991,-8.590585124585383,86.13616327648442,-8.589751324649333,4.397390365600586,1.9407507920941915,-51.353933358329044
-861357112087640156,86.13571126416372,-8.764015632846986,86.13541985775313,-8.764314013872642,86.13598227436775,-8.763730976877556,1.7734756469726562,1.4651262899639614,-27.384622211867914
-861356856087523956,86.13568564015728,-8.752395666545327,86.13420512452255,-8.752924794460792,86.13715662501001,-8.751926303307279,25.269750595092773,3.8912341173999536,85.84493015944275
