object_id,sersic_sersic_vis_radius,sersic_sersic_vis_radius_err,sersic_sersic_vis_axis_ratio,sersic_sersic_vis_axis_ratio_err,sersic_sersic_vis_index,sersic_sersic_vis_index_err
-861389831086252818,0.5433973073959351,NaN,0.7061461210250854,2.861876317525325E-13,1.0,1.2392686974272565E-13
-861389552086701216,0.44135454297065735,0.6999624371528625,0.9944049715995789,1.5577607154846191,0.3161715865135193,1.0065513849258423
-861389550086261447,0.5897861123085022,NaN,0.6005599498748779,1.745511558643581E-13,1.0,2.763848720201134E-13
-861389507084846667,0.37154409289360046,NaN,0.682470440864563,NaN,1.0,NaN
-861389245085506516,0.7753124237060547,NaN,0.5143250823020935,8.627140582806519E-18,1.0,3.63168850293854E-17
-861389208087514408,0.5231456160545349,NaN,0.5517228841781616,4.8330124489048484E-15,1.0,2.474551020635509E-14
-861389202086986304,1.6417410373687744,5.391421893989968E-23,0.4062034487724304,NaN,1.0,NaN
-861388859087633024,0.22136497497558594,NaN,0.7008629441261292,2.4807423910228055E-13,1.0,2.2622264575933998E-13
-861388617087060706,0.3750476539134979,1.1837223914301305E-22,0.5088765025138855,NaN,1.0,NaN
-861388525087036490,0.04086785763502121,NaN,0.5781775712966919,NaN,1.0092707872390747,NaN
-861388513086809471,0.01661314256489277,2.6832275390625,0.6297033429145813,64.13501739501953,0.567571222782135,69.91854095458984
-861388431086295343,0.5208427906036377,1.5507577558406642E-23,0.6513041853904724,2.4023985925603064E-11,1.0,5.474099472324578E-12
-861388334084899040,0.3257535994052887,NaN,0.6766835451126099,5.4768383804645795E-15,1.0,NaN
-861388077084891178,0.2696212828159332,1.5395153835359975E-23,0.5762978792190552,1.5237867552429503E-15,1.0,NaN
-861387932087670685,0.3461975157260895,4.712856885248496E-27,0.6417257785797119,NaN,1.0,2.140122973653372E-15
-861387882087331161,0.4723929464817047,8.743842189641529E-23,0.5518287420272827,NaN,1.0,NaN
-861387617086319743,0.29188889265060425,8.76387586453225E-25,0.886753499507904,1.0268347587147342E-12,1.0,NaN
-861386934087217506,0.22483821213245392,NaN,0.6250484585762024,NaN,1.0,NaN
-861386850086052746,1.2286932468414307,NaN,0.6340034604072571,8.499153408168026E-18,1.0,NaN
-861386433084791283,0.5535774827003479,NaN,0.729941725730896,NaN,1.0,1.2828880651208092E-14
-861386144087666936,0.3050067722797394,NaN,0.7090550661087036,9.611805573683796E-9,1.0,NaN
-861386017087078058,0.192032590508461,NaN,0.9225417375564575,6.614543912597526E-10,1.0,NaN
-861385867087063045,0.250484436750412,3.194190570233621E-20,0.790145754814148,NaN,1.0,NaN
-861385791085757207,0.41255199909210205,NaN,0.9139469861984253,1.2279918055462098E-18,1.0,1.0744555860458534E-17
-861385756087367941,0.2520849108695984,NaN,0.763309121131897,1.50920092395479E-11,1.0,NaN
-861385656085866386,12.91379451751709,2.2689972359907512E-33,0.8350309133529663,2.4344571819453478E-15,1.2314045429229736,NaN
-861385394086887976,1.1638481616973877,0.36399558186531067,0.9964703321456909,0.31164711713790894,0.30189090967178345,0.2873176038265228
-861385301084759712,0.38475626707077026,NaN,0.7533318996429443,6.003514344919508E-18,1.0,6.279056561485108E-17
-861385024087597513,0.21456293761730194,4.271462940202234E-22,0.8082205057144165,1.8151019576251315E-10,1.0,1.176770858535292E-8
-861384725085326591,0.17297562956809998,2.5280763006959636E-22,0.9530007839202881,NaN,1.0,NaN
-861384499085424886,0.3143400549888611,6.850676504614842E-30,0.9152493476867676,NaN,1.0,1.3552807735732583E-16
-861384165084958751,0.1776612251996994,NaN,0.7402665615081787,NaN,1.0,2.3755442057904474E-12
-861383786087641648,0.5229904055595398,NaN,0.5944222807884216,9.166248871039784E-10,1.0,NaN
-861383717087650266,0.26333457231521606,NaN,0.8531436324119568,NaN,1.0,1.1954792201069068E-15
-861383601085656109,0.35600796341896057,4.9096829196305875E-25,0.921977698802948,NaN,1.0,2.294967372675036E-15
-861383585084937991,0.307930052280426,NaN,0.7160351276397705,1.447045499917976E-12,1.0,2.206469815885237E-12
-861383519085205373,0.25582510232925415,2.6810436246297734E-21,0.8531409502029419,7.330671625283003E-9,1.0,1.0407917017118962E-7
-861383511085483092,3.521320343017578,NaN,0.34360480308532715,1.4018576542109383E-14,1.0,NaN
-861383382085244100,0.3652985990047455,NaN,0.9439331889152527,8.785994935062158E-13,1.0,9.106359329796865E-13
-861383310085447576,0.3507881462574005,2.47372441541496E-22,0.8842606544494629,NaN,1.0,4.1022745096708224E-12
-861383136085928958,0.4257158637046814,3.8244994000138025E-22,0.6283873319625854,NaN,1.0,NaN
-861382953085403953,0.2508539855480194,1.170108506029143E-24,0.7223109006881714,NaN,1.0,NaN
-861382862085783298,0.30183491110801697,NaN,0.9647887349128723,NaN,1.0,1.634419682927657E-11
-861382634086321471,0.23153698444366455,NaN,0.9148024320602417,NaN,1.0,5.937285862955832E-8
-861382609086131091,0.9546064138412476,NaN,0.20112597942352295,NaN,1.0,NaN
-861382488086067461,0.899743378162384,5.744735527825161E-22,0.5050703287124634,1.65429627461966E-13,1.0,NaN
-861382294087699183,0.4629184305667877,NaN,0.7409216165542603,NaN,1.0,NaN
-861381990086376395,43.98649215698242,462.74212646484375,0.9747710824012756,7.918215751647949,0.3846132457256317,4.608648777008057
-861381937084777666,0.486289918422699,NaN,0.7837633490562439,NaN,1.0,NaN
-861381824084818337,0.30281147360801697,3.466019244742165E-21,0.6158300638198853,NaN,1.0,NaN
-861381737087424873,0.3893548846244812,1.0073458006252623E-20,0.7740952372550964,NaN,1.0020453929901123,NaN
-861381690087561302,0.7557401061058044,7.234587825974172E-23,0.6339505910873413,7.306852605609704E-13,1.0,2.070432714162962E-11
-861381415087436883,0.6705495715141296,NaN,0.6936551928520203,NaN,1.0,NaN
-861381346085344071,0.5118916630744934,6.165656475780499E-29,0.5873526930809021,3.309523822789552E-17,1.0,NaN
-861381049085880827,0.6020423173904419,7.289438626334682E-25,0.2792190909385681,NaN,1.0,NaN
-861380936087639700,0.2199559211730957,NaN,0.7533579468727112,NaN,1.0,NaN
-861380923084705118,0.20781417191028595,NaN,0.886224627494812,NaN,1.0,NaN
-861380914087522347,2.2197234630584717,1.385340016944594E-21,0.1681126356124878,NaN,1.0,NaN
-861380861087162555,0.33290961384773254,1.686075705415347E-21,0.6268355250358582,1.2245136460364847E-8,1.0,NaN
-861380679087057278,0.30588775873184204,9.919799917844878E-22,0.6702771186828613,NaN,1.0,NaN
-861380190086687736,1.7819522619247437,23.30219268798828,0.9793620109558105,1.0491758584976196,2.771103858947754,18.662353515625
-861380093085651646,0.339420884847641,NaN,0.7786707878112793,9.742560924674848E-11,1.0,2.3305988250399423E-9
-861379995087383327,0.6221421360969543,NaN,0.536152720451355,4.8462827949754734E-17,1.0,1.3978477525930332E-16
-861379899086019679,0.4351986050605774,6.2965741156073974E-27,0.33049511909484863,4.0215176159855495E-14,1.0,1.6010196640658947E-14
-861379387086547751,9.007556915283203,130.87722778320312,0.03358326852321625,1.7697112343739718E-4,0.4008038341999054,7.4344892501831055
-861379192086729442,0.004313808865845203,0.14554467797279358,0.12272129952907562,0.9641737937927246,5.046899318695068,73.21318817138672
-861379161087715474,0.22156114876270294,NaN,0.8063892126083374,NaN,1.0,NaN
-861379155085510036,0.43536391854286194,6.901589443041209E-24,0.6089690327644348,NaN,1.0,1.2270756633014912E-10
-861379036086524202,1.0413782596588135,0.47708895802497864,0.030002005398273468,0.003031987464055419,0.30005303025245667,0.06930594146251678
-861378942086775649,0.9973306059837341,4.606110095977783,0.04118715971708298,0.07074194401502609,4.993407249450684,26.09642219543457
-861378536086452799,218.45603942871094,991.916259765625,0.9059125185012817,0.06787138432264328,0.30000001192092896,NaN
-861378492087541775,0.2072487324476242,5.50026336811159E-22,0.6477665901184082,5.162216254461782E-8,1.0,NaN
-861378432085434795,0.24113483726978302,NaN,0.9599143266677856,NaN,1.0,1.3932266451632813E-10
-861378332086079412,0.23247964680194855,NaN,0.5587239861488342,NaN,1.0,4.4577103608389734E-7
-861378072085461701,0.5798395872116089,3.482320922819925E-21,0.6886294484138489,1.378295588772005E-9,1.0,1.6166406879847273E-8
-861378030087232725,0.47192370891571045,NaN,0.9481516480445862,NaN,0.9999967813491821,NaN
-861377812086919868,0.32178154587745667,0.12366032600402832,0.9895884394645691,0.23257167637348175,0.30137085914611816,0.25478267669677734
-861377713086702688,13.637765884399414,34.37496566772461,0.9945686459541321,1.5325924158096313,1.0578577518463135,1.4829764366149902
-861377533087475606,0.02272985689342022,0.0,0.029999999329447746,8.289194468774094E-26,5.5,0.0
-861377514084694559,0.320311576128006,5.097839261730735E-24,0.9711881875991821,3.4411683334930557E-15,1.0,NaN
-861377421085408217,0.15123307704925537,NaN,0.9307271242141724,3.8757682501756874E-13,1.0,8.222363345744554E-10
-861377285086061577,0.34649351239204407,1.6215321916227695E-21,0.9080314636230469,NaN,1.0,NaN
-861376987085427857,0.25076979398727417,1.7479109903005413E-21,0.824250340461731,7.933626022804674E-8,1.0,2.426430455670925E-6
-861376869085226137,0.4399257302284241,4.412199129628469E-25,0.8638492226600647,NaN,1.0,NaN
-861376733086419802,149.45851135253906,0.0,0.11538287252187729,0.9091131091117859,0.30000001192092896,-0.0
-861376674087608857,0.26475387811660767,1.8101812909541978E-23,0.6587621569633484,NaN,1.0,1.165914864653672E-10
-861376502085242091,0.7434932589530945,NaN,0.6387898921966553,NaN,1.0,NaN
-861376440087556122,0.6603673696517944,2.0226114668650657E-22,0.5967077612876892,7.0476508167523124E-15,1.0,NaN
-861376429087548272,0.21228468418121338,NaN,0.7576199769973755,2.4263833608983987E-8,1.0,NaN
-861376395084876318,0.18455912172794342,NaN,0.7887730002403259,NaN,1.0,NaN
-861376284086902628,0.3579947352409363,0.60102778673172,0.07107402384281158,0.12094428390264511,0.3393362760543823,1.1513913869857788
-861376041086333962,0.08093304187059402,0.17020441591739655,0.9680584669113159,0.8804664611816406,0.30724191665649414,1.4813750982284546
-861375992085267543,0.2702123522758484,1.872558188582388E-27,0.5907790660858154,NaN,1.0,8.493267802381008E-14
-861375707086634837,0.8739606142044067,0.15060147643089294,0.9999987483024597,0.002687627449631691,0.3000199794769287,0.021021677181124687
-861375155085410535,0.20737779140472412,0.0,0.8250226974487305,0.0,1.0,0.0
-861375103086257757,0.2523382306098938,NaN,0.9641312956809998,7.140140800658556E-13,1.0,NaN
-861375090087510212,0.3448861837387085,3.1084850298738093E-19,0.5238029360771179,NaN,1.0,NaN
-861375045086366261,4.003636837005615,2.851569652557373,0.9146786332130432,0.2578875720500946,1.068512201309204,0.7123323082923889
-861374834086991087,0.34206250309944153,NaN,0.6222991943359375,NaN,1.0,2.696673179897191E-13
-861374653086960138,1.6607240438461304,502.90533447265625,0.27084511518478394,99.31103515625,0.4125235080718994,84.54463195800781
-861374605085742171,0.7481533885002136,4.876072514687515E-25,0.426715612411499,NaN,1.0,NaN
-861374557086621738,5.462121486663818,23.696718215942383,0.07644893229007721,0.05930483341217041,5.081960201263428,8.453861236572266
-861374550087536973,1.687847375869751,6.826383191426738E-27,0.30093318223953247,NaN,1.0,NaN
-861374474085376081,0.46728283166885376,NaN,0.2741205096244812,NaN,1.0,NaN
-861374270084848921,0.2230781614780426,NaN,0.8789771795272827,NaN,1.0,5.376590337091139E-16
-861374226086052287,0.21948020160198212,NaN,0.6167742013931274,1.0997024624259666E-8,1.0,NaN
-861374072085380345,0.30791372060775757,NaN,0.48432308435440063,NaN,1.0,NaN
-861374031086743703,0.01953132450580597,0.029876427724957466,0.4649759829044342,0.34579238295555115,5.222916603088379,7.23710298538208
-861373894085499865,0.3734290897846222,NaN,0.6400595903396606,NaN,1.0,1.2485418948715576E-11
-861373804084575338,1.0331639051437378,1.0320356474918713E-21,0.7534956336021423,NaN,1.0,NaN
-861373691086204075,1.0917906761169434,1.549892544746399,0.4917754530906677,0.24180343747138977,2.4078192710876465,3.5422182083129883
-861373501086785594,0.3004220426082611,0.3433452546596527,0.9998180866241455,0.24288290739059448,0.30282410979270935,0.7409127354621887
-861373373085363312,0.39747896790504456,NaN,0.6474310755729675,NaN,1.0,NaN
-861373277084710297,0.628704309463501,NaN,0.3927130699157715,4.457846058509962E-17,1.0,3.2540890898120043E-16
-861373201085565708,0.37450748682022095,2.264198286180991E-30,0.8244800567626953,NaN,1.0,8.093849797268069E-17
-861373023086029810,0.15565985441207886,1.5032592984667163E-21,0.8684918284416199,NaN,1.0,2.832303493960353E-7
-861373016086218782,1.2820041179656982,9.65391731262207,0.9827683568000793,4.4083638191223145,0.566358745098114,7.632843017578125
-861372845087203409,0.3118453621864319,NaN,0.9361910820007324,3.995669982083611E-15,1.0,3.015255349548239E-14
-861372813086018485,0.30751484632492065,7.27571426254164E-21,0.4098317623138428,NaN,1.0,NaN
-861372808087089305,0.23045864701271057,NaN,0.6847070455551147,9.401747230134566E-14,1.0,NaN
-861372797087404869,0.16248390078544617,1.52476147579783E-23,0.7739030718803406,3.3292996137745945E-10,1.0,NaN
-861372108087599237,0.4019118845462799,4.2629409687191775E-28,0.8198829889297485,NaN,1.0,NaN
-861372084086149993,122.25111389160156,4.819090366363525,0.04307582974433899,0.03791506588459015,5.386750221252441,0.6020395755767822
-861372083085716849,0.5635354518890381,9.293713613596602E-28,0.943470299243927,NaN,1.0,4.201338475522901E-15
-861372040087430059,0.16345994174480438,4.451330294786336E-22,0.9475218653678894,5.594666440192353E-13,1.0,3.617215682538699E-8
-861371988085623252,0.30008965730667114,2.5000519223746785E-22,0.836767315864563,8.421182079844467E-15,1.0,4.137378102880146E-13
-861371920086709773,0.2075738161802292,1.1492552757263184,0.048110105097293854,1.4134528636932373,0.3482256531715393,4.389577865600586
-861371545086024660,0.3309693932533264,NaN,0.9755890965461731,NaN,1.0,3.315367078093878E-11
-861371539084771031,0.30592867732048035,NaN,0.6940901279449463,7.639431973538305E-16,1.0,NaN
-861371363084553031,0.42398110032081604,NaN,0.8751341104507446,NaN,1.0,7.11145105887518E-17
-861371292087618994,0.725531816482544,5.505457278798663E-21,0.5587224960327148,NaN,1.0,5.892457077827373E-10
-861371262086093854,0.23347754776477814,NaN,0.6453870534896851,NaN,1.0,8.826948894036235E-11
-861371256086389662,8.972285270690918,681.71240234375,0.9560402631759644,32.971561431884766,0.32126373052597046,11.874053001403809
-861371249084896928,0.8366198539733887,5.785231144984334E-29,0.49735796451568604,NaN,1.0,7.73119065566767E-17
-861371208086382140,0.5310196876525879,2.3310227394104004,0.03151755779981613,0.24029070138931274,0.3037492334842682,1.0046422481536865
-861370831084661341,0.3397337794303894,NaN,0.836951494216919,NaN,1.0,NaN
-861370777087076225,0.22407761216163635,6.258634673128065E-24,0.9163251519203186,NaN,1.0,2.1716701770202462E-9
-861370251085319107,0.3460991084575653,1.2875749484567258E-25,0.45087993144989014,NaN,1.0,NaN
-861370051087636590,0.6022434830665588,9.003866087346981E-26,0.33022576570510864,NaN,1.0,8.715640378463216E-14
-861369949085262780,0.24663987755775452,NaN,0.9116484522819519,NaN,1.0,4.034584610845826E-10
-861369932085469402,0.18093016743659973,NaN,0.7923290729522705,NaN,1.0,NaN
-861369784085312781,0.31143903732299805,NaN,0.5943366885185242,NaN,1.0,1.1846669478732252E-10
-861369678086688450,0.9478800892829895,0.4249354600906372,0.2880670130252838,0.1700468361377716,0.3002275228500366,0.14952878654003143
-861369647084664626,0.4031224250793457,1.0439358474470356E-17,0.4615899920463562,1.1805761914729374E-6,1.0,1.071105657501903E-6
-861369567085626943,0.19034907221794128,NaN,0.8988034129142761,7.378523605439113E-7,1.0,NaN
-861369502084804387,0.22635698318481445,NaN,0.6986574530601501,NaN,1.0,7.694916703826493E-9
-861369016086807529,0.009874132461845875,1.37654709815979,0.8623087406158447,38.27149963378906,0.403438538312912,25.396278381347656
-861369012085302459,0.2625017762184143,NaN,0.7707870006561279,9.564007363849214E-9,1.0,7.157854753359061E-8
-861368987085871578,0.19871370494365692,0.0,0.09021694958209991,5.827827262692153E-4,5.5,-0.0
-861368785086064581,0.372211754322052,1.225717989439878E-18,0.5936161279678345,NaN,1.0,1.9628423331141676E-9
-861368648086072657,0.8200114369392395,NaN,0.441284716129303,4.737518139719856E-17,1.0,NaN
-861368642086059459,1.0977427959442139,NaN,0.7242754697799683,NaN,1.0000096559524536,8.060143663612962E-10
-861368588086358434,32.52595138549805,140.6943359375,0.8562976121902466,5.999024724587798E-4,0.3000006675720215,4.002293280791491E-4
-861368447085297534,0.4575488567352295,NaN,0.3070984482765198,NaN,1.0,4.011767654188425E-11
-861368415084656359,0.5198236703872681,NaN,0.3984854817390442,5.901233015499796E-16,1.0,NaN
-861368339085483354,0.9426918029785156,NaN,0.6946403384208679,8.874997091401493E-13,1.0,NaN
-861368157087067596,0.23307976126670837,NaN,0.9548977017402649,NaN,1.0,NaN
-861367974085700796,0.8188084363937378,NaN,0.3843281865119934,3.3694079563115556E-14,1.0,1.1931209872081266E-13
-861367912085292105,0.47342604398727417,NaN,0.3762737512588501,NaN,1.0,4.288431673709009E-15
-861367869086646021,2.78603196144104,7.32078218460083,0.09196585416793823,0.0015039211139082909,0.30420982837677,0.5283817648887634
-861367846086053158,0.7036529779434204,1.1080231806359864E-25,0.4637836813926697,NaN,1.0,NaN
-861367601084811215,0.28870975971221924,1.1942883565293373E-21,0.9011495113372803,NaN,1.0,NaN
-861367449086126552,0.2402583658695221,NaN,0.749090313911438,2.367722337637268E-12,1.0,NaN
-861367311086030399,0.3558823764324188,2.5449033879045048E-20,0.4497809410095215,NaN,1.0,NaN
-861367297085731411,2.204225778579712,9.77520236520143E-20,0.43293261528015137,1.0860581184379825E-10,1.0,NaN
-861367216084551154,0.5806888341903687,NaN,0.5602066516876221,NaN,1.0,NaN
-861366823085475480,0.49983900785446167,7.146427548386736E-20,0.3320304751396179,NaN,1.0,2.589241709927137E-9
-861366770084748503,0.4440997540950775,NaN,0.8961765170097351,5.470649970986829E-19,1.0,NaN
-861366727086301428,0.5492671728134155,0.32765206694602966,0.5165202021598816,0.2849922180175781,1.0459675788879395,1.2096750736236572
-861366565084701386,0.31528863310813904,NaN,0.7605886459350586,NaN,1.0,4.036395040429852E-8
-861366436085267900,0.27175697684288025,2.261785798297886E-19,0.44515931606292725,NaN,1.0,NaN
-861366404086634510,0.002325307345017791,0.0,0.9426031708717346,2.46680564863766E-10,0.9591909050941467,NaN
-861366388085263361,0.3163168430328369,NaN,0.6762051582336426,3.4096989419201904E-14,1.0,1.850223533411688E-13
-861366229084864735,0.3430178761482239,1.421285592833463E-29,0.788469672203064,5.682873910485272E-18,1.0,3.937242817361034E-18
-861366090086308055,0.12766970694065094,0.1530163288116455,0.49528998136520386,1.072380542755127,0.3990058898925781,3.9711976051330566
-861366020084921732,0.31362399458885193,NaN,0.964099645614624,NaN,1.0,NaN
-861365846086511945,0.0110717061907053,0.022142257541418076,0.8870732188224792,0.6225966811180115,5.184399127960205,7.276867389678955
-861365648086269464,0.29604119062423706,0.1696416586637497,0.7788140773773193,0.6715189814567566,0.38639163970947266,1.1324548721313477
-861365296085539641,0.2697843015193939,1.0719894738781652E-23,0.8571252822875977,1.823007439449853E-10,1.0,1.3021267619706123E-8
-861365156084770952,0.27671462297439575,2.405242302138344E-21,0.6132840514183044,NaN,1.0,5.8544933345672234E-9
-861364933086636917,9.695792198181152,16.38616943359375,0.9994575381278992,0.36714988946914673,0.3015081286430359,0.96358722448349
-861364905084837701,0.511346697807312,1.0025739267359501E-22,0.5069940090179443,NaN,1.0,4.879922577138984E-10
-861364599084726863,0.3339933753013611,NaN,0.829102098941803,2.5582742545658296E-17,1.0000005960464478,1.7909619638119603E-16
-861364378085499231,0.2311035394668579,5.091467947743627E-23,0.9528648853302002,1.8258907719115314E-9,1.0,3.750401234015044E-8
-861364336085600497,0.35493817925453186,1.2667479208528928E-29,0.8902145028114319,4.141167240183426E-18,1.0,NaN
-861364202086477819,0.006693435832858086,0.2777877449989319,0.7127840518951416,37.967506408691406,2.0357890129089355,67.83026885986328
-861363939086335543,0.07611841708421707,0.1256406605243683,0.2662847936153412,4.668424129486084,0.43240663409233093,6.543631553649902
-861363935086179889,0.009045959450304508,0.46740925312042236,0.09421644359827042,3.0795974731445312,0.786678671836853,14.125194549560547
-861363904086036815,1.5775009393692017,1.6922225095888292E-20,0.5584248900413513,7.684839093205498E-13,1.0,1.336734195556133E-11
-861363852085242069,1.2775346040725708,NaN,0.2619297504425049,NaN,1.0,1.7994985926708673E-13
-861363734086047387,0.5440014600753784,NaN,0.8047582507133484,3.484093724637205E-8,1.0,1.3818345578897606E-8
-861363635086349827,0.6178501844406128,0.7204083800315857,0.03032834827899933,0.024709710851311684,0.3057546019554138,0.7752260565757751
-861363451086597869,0.3909236192703247,0.4180178642272949,0.5830403566360474,0.5675843954086304,0.3015707731246948,0.6319069862365723
-861363034085318341,0.3085891604423523,NaN,0.833437979221344,NaN,1.0,NaN
-861362925086848534,1.89728581905365,22.63287353515625,0.9695119261741638,2.2947089672088623,0.3872748613357544,4.368807792663574
-861362763085352071,0.26053160429000854,7.12469279162881E-28,0.9271702170372009,5.234520888979964E-15,1.0,1.7461462234902997E-14
-861362726085542496,0.37277743220329285,NaN,0.8253805041313171,NaN,1.0,1.4708300303874848E-17
-861362723087185480,0.20722539722919464,1.0291461699029043E-22,0.8447161316871643,6.5214500466481695E-9,1.0,NaN
-861362576085478276,0.5992840528488159,2.861726454897643E-18,0.4879879951477051,8.862702238765507E-10,1.0,5.753181486767289E-9
-861362235084566452,0.27453452348709106,3.583455869608037E-21,0.8045678734779358,NaN,1.0,NaN
-861362061086746076,0.00585144804790616,0.0,0.9199537038803101,NaN,0.9200330972671509,NaN
-861361788086484023,0.2772733271121979,0.7222014665603638,0.048269037157297134,0.3559775948524475,0.3338850736618042,1.5668553113937378
-861361765084768404,0.2668569087982178,NaN,0.5948401689529419,2.5884399875233943E-13,1.0,1.4673642075718751E-12
-861361713085336492,0.4327431321144104,NaN,0.606929361820221,1.0837645939414639E-17,1.0,6.722627863627484E-17
-861361527087651594,0.45254960656166077,3.5450932608645517E-23,0.8550792336463928,NaN,1.0,NaN
-861361524084513661,0.4509860873222351,NaN,0.8775253891944885,NaN,1.0,NaN
-861361519084986196,0.1570110321044922,9.779454461290864E-19,0.5973657965660095,NaN,1.0,NaN
-861361296084529266,0.2925110459327698,NaN,0.9516274333000183,NaN,1.0,NaN
-861361088085442773,0.20808124542236328,NaN,0.7708877921104431,8.963962350172494E-10,1.0,NaN
-861361070085472984,0.7849254608154297,6.861247338686277E-20,0.35305100679397583,NaN,1.0,NaN
-861360821085342801,0.3721204102039337,NaN,0.5535763502120972,1.3873024727217853E-5,1.0,7.396249566227198E-5
-861360673086601947,0.1106177270412445,0.1059926301240921,0.9999995827674866,0.006184534169733524,0.3000001609325409,2.4617083371758497E-10
-861360595085717013,0.4092831611633301,5.0533427735108386E-24,0.6347957849502563,NaN,1.0,7.189596682756483E-14
-861360536087093038,1.4088855981826782,NaN,0.6927911043167114,NaN,1.0,NaN
-861360524086008226,0.17925430834293365,NaN,0.8754517436027527,NaN,1.0,NaN
-861360397086546072,7.1013641357421875,181.78797912597656,0.9363753199577332,12.755118370056152,0.33018460869789124,7.554119110107422
-861360163084553143,0.3158360421657562,NaN,0.810247004032135,NaN,1.0,NaN
-861359885085424764,0.2923177182674408,NaN,0.8769915103912354,NaN,1.0,1.365284838308889E-13
-861359746084443919,0.19879527390003204,3.692718541021645E-25,0.7930460572242737,NaN,1.0,NaN
-861359628084861059,0.3447965383529663,NaN,0.6052294373512268,5.519459023162199E-7,1.0,7.973366336955223E-6
-861359273085618716,0.22150854766368866,NaN,0.6185470819473267,2.2293005486062611E-7,1.0,NaN
-861359265085724580,0.7055128812789917,NaN,0.6281392574310303,NaN,1.0,1.1068554926774166E-11
-861359160087459729,0.31182432174682617,NaN,0.7899429798126221,NaN,1.0,NaN
-861359036087049693,0.19694314897060394,0.0,0.9712429642677307,0.0,1.0,0.0
-861358826086794697,8.470195770263672,343.56988525390625,0.09539209306240082,2.9300925731658936,0.3579180836677551,9.61369800567627
-861358732085360179,0.21687312424182892,1.4091589982905293E-24,0.7634502649307251,1.0173048167749776E-11,1.0,NaN
-861358249087011025,0.3986869752407074,2.741176330587596E-28,0.8386715650558472,1.0116827849618375E-16,1.0,NaN
-861357773085233798,0.4707815647125244,5.063901866053839E-22,0.3386910557746887,NaN,1.0,5.678323367064309E-10
-861357388086994495,0.52242112159729,0.23399971425533295,0.9252512454986572,0.5277287364006042,0.46084219217300415,0.6899026036262512
-861357190085901511,0.43973904848098755,2.762589943450897E-23,0.4413415193557739,NaN,1.0,1.2064790864214827E-14
-861357112087640156,0.1773475706577301,0.0,0.8261327743530273,0.0,1.0,0.0
-861356856087523956,0.6466037034988403,1.810146689414978,0.23858368396759033,0.3070754408836365,1.0453259944915771,2.5093085765838623
-861356664084839894,0.528253972530365,NaN,0.5255107283592224,NaN,1.0,1.6910835398675772E-8
-861356511085678766,0.21931850910186768,NaN,0.7812853455543518,NaN,1.0,5.621618726081579E-10
-861356496087652970,0.3037256598472595,2.2465009836304913E-27,0.806091845035553,NaN,1.0,NaN
-861356318085489622,0.1870051771402359,NaN,0.7716110348701477,NaN,1.0,NaN
-861355991086123507,23.714082717895508,137.46994018554688,0.6726534366607666,0.8486642241477966,1.104613184928894,3.7380588054656982
-861355952086908616,3.5762436389923096,6.668858528137207,0.6351373195648193,0.2589598000049591,3.1219100952148438,2.9172353744506836
-861355888087648985,0.35567134618759155,NaN,0.8419093489646912,1.0804875050229867E-10,1.0,2.2650752801167684E-11
-861355803086191483,0.005427168682217598,0.006446549668908119,0.8694568276405334,1.2703461647033691,5.471633434295654,1.5355967283248901
-861355701086588787,0.2434825599193573,0.3927634656429291,0.9589243531227112,1.2850719690322876,0.30185559391975403,1.0071227550506592
-861355615087192682,0.47326451539993286,NaN,0.4591990113258362,2.329101538370293E-12,1.0,6.678551808803057E-12
-861355603085580935,0.18926118314266205,1.5610928628785508E-19,0.7377308011054993,1.3814623400776327E-7,1.0,NaN
-861355512086386855,5.539411544799805,24.163291931152344,0.21650898456573486,0.28686848282814026,0.8004063367843628,2.6173906326293945
-861355495084629270,0.4044879078865051,NaN,0.7375063896179199,NaN,1.0,NaN
-861355471086901958,0.02800448052585125,1.3450541496276855,0.10462865978479385,5.8854660987854,1.6600993871688843,32.215919494628906
-861355386086020664,0.27764976024627686,1.7756258069808431E-22,0.7615659236907959,NaN,1.0,1.2836204632549197E-7
-861355204085026334,0.20849506556987762,0.0,0.6758489012718201,0.0,1.0,0.0
-861355035085017140,0.5555126667022705,NaN,0.406990647315979,5.1267626588469284E-8,1.0,NaN
-861354966087182193,0.33827099204063416,NaN,0.6265991926193237,5.359210796494762E-13,1.0,2.1152088761078325E-11
-861354964086828068,12.498369216918945,223.5691680908203,0.03196334466338158,0.13060006499290466,0.3181317448616028,4.117727756500244
-861354905087061312,0.27374929189682007,NaN,0.8371442556381226,7.838133697646299E-9,1.0,NaN
-861354691085470562,0.4709821343421936,1.237615879105441E-21,0.322773814201355,5.172047252283152E-12,1.0,NaN
-861354607087080535,0.6282445788383484,NaN,0.6792119741439819,NaN,1.0,NaN
-861354363086346326,14.112969398498535,23.912927627563477,0.7285953760147095,0.16591808199882507,0.9133357405662537,0.7318415641784668
-861354220085227917,0.6056333780288696,NaN,0.36057209968566895,1.3968119239427698E-17,1.0,8.155092926332515E-16
-861354058085527531,0.23310120403766632,NaN,0.892510712146759,NaN,1.0,4.191223812455291E-9
-861353817084660041,1.1332377195358276,4.605469496739793E-26,0.46423256397247314,NaN,1.0,1.7034837150359423E-14
-861353737085203861,0.2122666835784912,NaN,0.7983613014221191,2.0813639169375148E-14,1.0,NaN
